"","MEI","PDO","AO","NAO","Gulf","GL","HB","IOD","","",""
"dum",-1.69819379990294,0.315435526119711,-0.27680170852422,1.01696113157305,2.00467224684677,-0.0583180090524078,0.0115034777334824,-0.0502004623413086,1,1,2
"",-3.21253680685771,-0.865256417955589,-0.833280334268254,0.996631049937792,2.42547615530276,0.517518132869925,0.563208797923846,0.771982192993164,1,1,2
"",-2.4655945983844,-1.38431262049239,-1.91386797176453,1.69783558877867,0.50973300585387,1.37590585492508,2.4513882656096,-0.881892204284668,1,1,2
"",-2.16303009318283,-2.09958780630079,0.577517982766705,-1.29380470776254,0.481468091584316,-1.78276206836076,0.709692053807991,-0.514466762542725,1,1,2
"dum",-2.25437491833035,-2.29982869070414,-0.423601280284507,0.85847018043969,-0.442756589894772,0.59133931061664,0.524917206844421,0.602262020111084,1,1,2
"",-4.25558328944121,-3.27526315770029,-1.58330933934268,-2.22633763316649,-1.38848968863247,0.567980697889732,0.644980128340895,-0.129101276397705,1,1,2
"",-3.36762934159522,-4.17613048423513,-2.55294041470296,1.17726455947301,-1.41360697601997,1.51847473869708,-0.480075956869,-1.29086494445801,1,1,2
"",-2.91164824612888,-3.84568306616905,-2.32021112066021,0.180289794477073,-0.508520206207041,0.773516652479089,1.71152556651826,-0.913032054901123,1,1,2
"dum",-0.383729333790984,-3.22228728231337,-2.24692090910386,-0.496999598521913,0.14093345902848,0.667354443756703,-0.274149466074136,0.447201251983643,1,1,2
"",-0.982210584459634,-3.30055687299164,1.67445555080665,-2.73218832252615,-1.23954424455554,0.613671486849024,-0.246120760972872,-0.276389122009277,1,1,2
"",-2.13215463043255,-1.28342212563835,-0.346967058074108,-0.838024063610289,-0.761441442500951,0.738532407609308,-3.32850377842892,-1.53188848495483,1,1,2
"",1.65173523761028,-2.82691794853083,0.254249402568413,-1.23001698047243,-0.0179769800188371,3.57133331404451,-2.6862523548677,-0.557310581207275,1,1,2
"dum",2.00736971880475,-1.64873931421548,-2.20118078887546,3.86012600623998,1.01400156068693,-0.187917182949829,0.131788113430859,0.369022369384766,1,1,2
"",4.12532261646748,-1.24316813193325,-3.047216530584,-1.22146431948617,-0.275287337143339,-0.422923145974639,0.479399809579229,0.527355670928955,1,1,2
"",4.18817770605476,-2.43315121446169,-0.48540419297505,-0.111354141098138,-1.74902760356526,0.007236426469008,-0.376379743694988,-0.94278621673584,1,1,2
"",3.70114769311269,-1.49088414965366,0.503117494527546,0.739834130885275,1.23246647728405,0.438638879254737,-1.41120723057876,-0.396881103515625,1,1,2
"dum",2.77250833629833,-1.69006365184135,0.568982007300049,0.292797433719612,1.37349866525219,0.133407209521229,0.0025190356140195,0.932758331298828,1,1,2
"",1.81515611634887,-1.64510169364535,-0.0951089636025497,2.20816300941024,-1.05652314567918,0.217435312500314,-0.247195046426497,1.30957889556885,1,1,2
"",2.28824159277178,-0.790790889999934,-0.540819287332616,-0.427520462690433,-1.68171266545841,-0.0986348779688408,-0.314767706174193,-0.730186939239502,1,1,2
"",-0.359183404339855,-0.750973843969807,-3.35774664372749,-1.054709069787,-0.579561535903291,1.09405085929209,-1.37313346705695,-0.517604351043701,1,1,2
"ma",3.0940203666687,1.70421493053436,1.10572385787964,1.2848494052887,0.902372598648071,2.13440823554993,2.17839813232422,3.63517355918884,1,2,3
"mb",1.88960659503937,1.88351774215698,2.21179223060608,1.96572411060333,1.43975019454956,2.49243688583374,3.54301118850708,2.28262996673584,1,2,3
"mc",1.96207630634308,2.54338693618774,1.41959989070892,3.02749943733215,0.927027821540833,3.60801768302917,4.29200220108032,1.0206001996994,1,2,3
"md",2.62470459938049,1.76584362983704,1.13059079647064,2.46440577507019,0.509532690048218,2.70107197761536,4.15475511550903,1.92545902729034,1,2,3
"ma",3.61712312698364,2.01621150970459,1.50895404815674,1.37630891799927,1.5585150718689,2.01265692710876,2.74094343185425,3.953280210495,1,2,3
"mb",3.2563910484314,3.42338109016418,2.9795606136322,1.8130692243576,1.30004847049713,2.78077912330627,4.21811532974243,1.86560642719269,1,2,3
"mc",2.46210026741028,3.9807403087616,4.69149398803711,2.42998123168945,0.543496608734131,3.7446117401123,5.20218420028687,0.168766751885414,1,2,3
"md",2.60683965682983,2.32557129859924,2.05959844589233,1.84460723400116,0.678791344165802,2.51316332817078,5.04796075820923,1.71823608875275,1,2,3
"ma",3.3645555973053,1.65366411209106,1.18099021911621,1.51380276679993,1.83375680446625,2.31424474716187,2.94456911087036,2.60318779945374,1,2,3
"mb",2.13357996940613,3.64273405075073,3.04308342933655,2.63696646690369,1.50174701213837,2.02666115760803,2.18143558502197,1.43837141990662,1,2,3
"mc",1.72280251979828,3.66224074363708,3.55942344665527,2.98492884635925,1.07866537570953,2.66107439994812,3.85234975814819,0.460185796022415,1,2,3
"md",2.8947582244873,2.42152309417725,1.49019145965576,1.01396048069,0.938973248004913,2.1168475151062,3.62233901023865,1.17170548439026,1,2,3
"ma",4.35972690582275,1.61976790428162,1.11942279338837,1.30428206920624,1.23360753059387,2.30106735229492,3.14876985549927,4.13317632675171,1,2,3
"mb",3.63100337982178,3.57462811470032,2.29881548881531,3.17427396774292,1.3259836435318,2.2213306427002,3.55334138870239,2.22454905509949,1,2,3
"mc",2.83119559288025,2.53940653800964,1.78418695926666,2.03053092956543,3.25378775596619,4.25437927246094,4.11577939987183,0.493227630853653,1,2,3
"md",2.20809650421143,2.1764976978302,1.98600494861603,2.26800894737244,2.40421795845032,2.81665921211243,3.76553273200989,1.87328851222992,1,2,3
"ma",4.1243634223938,1.68387973308563,1.24418425559998,1.54842305183411,1.45152068138123,1.75744187831879,3.34570789337158,4.88300323486328,1,2,3
"mb",3.14458775520325,2.65221405029297,2.62824177742004,2.13143682479858,1.81839871406555,3.46127581596375,4.57765865325928,1.77966141700745,1,2,3
"mc",2.32790946960449,3.54464554786682,2.95149302482605,2.86804294586182,1.72652089595795,2.69997930526733,5.3984260559082,0.361469268798828,1,2,3
"md",2.65546369552612,2.07774806022644,1.28756201267242,1.43580305576324,1.07232058048248,1.75298798084259,3.68255591392517,0.574900090694427,1,2,3
"ma",3.11417174339294,1.90331161022186,1.30066955089569,1.2545679807663,1.20496606826782,2.01135015487671,2.1661639213562,4.39657640457153,1,2,3
"mb",2.82570958137512,2.71073126792908,2.58447122573853,2.26195764541626,1.09008157253265,2.63950872421265,3.91418600082397,1.68462824821472,1,2,3
"mc",1.93694889545441,4.4606032371521,4.16100215911865,2.67186141014099,0.749338746070862,2.70990681648254,4.56686210632324,0.710000216960907,1,2,3
"md",1.33950769901276,2.29637575149536,2.22838091850281,1.54698717594147,1.69755029678345,2.94211912155151,4.12000036239624,2.61386942863464,1,2,3
"ma",3.77075457572937,1.38635146617889,0.890838265419006,1.7037627696991,1.4125691652298,2.31585049629211,2.96229815483093,3.08971190452576,1,2,3
"mb",3.03819537162781,3.21864891052246,2.41112923622131,1.85016548633575,1.1703462600708,2.66161227226257,5.08176517486572,1.82616817951202,1,2,3
"mc",2.44111609458923,3.03304386138916,3.21729254722595,1.69186949729919,0.306883901357651,4.77697801589966,4.34283685684204,0.767463088035583,1,2,3
"md",1.61264133453369,1.76724910736084,2.05402660369873,1.71158647537231,0.91803115606308,2.91382074356079,4.33442449569702,1.0095956325531,1,2,3
"ma",3.82579350471497,1.56194221973419,1.28282988071442,1.57356464862823,1.24405264854431,1.81053996086121,3.11437249183655,5.25978851318359,1,2,3
"mb",2.76423311233521,2.47796010971069,2.26006460189819,2.99941492080688,1.88439130783081,2.27064061164856,2.87640404701233,1.62986552715302,1,2,3
"mc",2.27090334892273,3.21611189842224,3.28327918052673,0.971243262290955,0.993730187416077,3.38533449172974,4.95283889770508,0.496770441532135,1,2,3
"md",3.00060629844666,1.72299861907959,1.26408231258392,1.08042001724243,0.959750831127167,2.62451839447021,2.8041615486145,1.97956216335297,1,2,3
"ma",3.34406614303589,1.3748539686203,1.09877562522888,1.2032243013382,1.18678534030914,2.25683665275574,3.04296803474426,2.77701544761658,1,2,3
"mb",2.52147841453552,2.25804305076599,2.60432076454163,2.40598726272583,0.947708606719971,1.8091379404068,3.03479909896851,1.23424029350281,1,2,3
"mc",3.41155338287354,3.08389616012573,1.83195340633392,3.25897836685181,0.60511314868927,4.119553565979,5.21458721160889,0.308355420827866,1,2,3
"md",3.12820839881897,1.97264063358307,0.796835243701935,1.11954772472382,1.18252384662628,2.77210545539856,4.16781091690063,2.35015892982483,1,2,3
"ma",3.89394426345825,1.81374442577362,1.15154695510864,1.765221118927,0.979188799858093,1.83895123004913,2.77900362014771,3.96495866775513,1,2,3
"mb",3.59487509727478,2.54319405555725,2.53847455978394,1.58789348602295,1.53707849979401,2.21324133872986,5.24418497085571,2.27954459190369,1,2,3
"mc",1.98769688606262,1.80892181396484,1.46497178077698,1.31000232696533,1.45839488506317,2.00293278694153,3.81055951118469,0.386276334524155,1,2,3
"md",1.76783549785614,2.15502381324768,1.54866921901703,0.955895066261292,1.16972279548645,2.13325476646423,2.67238545417786,1.81930947303772,1,2,3
"ma",4.29661989212036,1.85022294521332,1.28091406822205,1.27051985263824,1.04857802391052,1.63582456111908,2.49221611022949,4.5807032585144,1,2,3
"mb",1.8134400844574,3.45435929298401,3.10703611373901,1.42427825927734,1.75345814228058,2.64123940467834,2.75589990615845,1.65769350528717,1,2,3
"mc",1.80654573440552,2.87952256202698,1.71612286567688,0.72907555103302,0.998838365077972,4.35241317749023,3.87838745117188,0.502801418304443,1,2,3
"md",1.25504863262177,0.621931493282318,0.950120866298676,1.40364396572113,1.63326621055603,2.10229253768921,1.93714570999146,1.11800396442413,1,2,3
"ma",3.58838939666748,2.14327478408813,1.31125593185425,1.50383508205414,1.53582727909088,2.1170597076416,2.10522079467773,2.56727910041809,1,2,3
"mb",2.55603837966919,2.71675872802734,2.61299395561218,2.11382818222046,1.62440717220306,3.52916216850281,3.01642179489136,1.57414400577545,1,2,3
"mc",1.34353387355804,2.44452357292175,2.58570694923401,1.32847881317139,0.278807669878006,3.09139275550842,5.93208789825439,0.559837758541107,1,2,3
"md",3.12202978134155,2.14800953865051,1.54545474052429,1.52106153964996,1.30973613262177,2.00381231307983,3.77138710021973,2.13048982620239,1,2,3
"ma",2.52844667434692,1.41672325134277,1.47155749797821,1.58857893943787,1.58109033107758,1.88699817657471,2.63062334060669,3.08659100532532,1,2,3
"mb",2.31958365440369,2.97963452339172,3.36181378364563,2.84613966941833,0.912721157073975,2.43057775497437,3.52886557579041,1.50636065006256,1,2,3
"mc",1.739541888237,3.20863914489746,3.85705399513245,1.68949115276337,0.659634947776794,2.99441266059875,6.03799152374268,0.138087555766106,1,2,3
"md",1.77959060668945,1.9050452709198,1.40572834014893,1.82036900520325,1.01807880401611,2.08334183692932,3.35847020149231,1.79277777671814,1,2,3
"ma",3.38249707221985,1.48788523674011,1.05998945236206,1.68105328083038,1.32186162471771,2.005774974823,2.99432921409607,2.50357842445374,1,2,3
"mb",2.07155346870422,2.54402756690979,1.65975987911224,2.21031641960144,1.62858319282532,3.21188950538635,3.491206407547,1.55346608161926,1,2,3
"mc",1.02589869499207,1.88390982151031,2.52998113632202,1.62631070613861,0.550559818744659,2.47362589836121,6.68638610839844,0.388215243816376,1,2,3
"md",3.90482068061829,2.53257656097412,1.03302955627441,1.15498554706573,1.64984035491943,1.8661961555481,3.36147308349609,2.29074215888977,1,2,3
"ma",4.54186201095581,1.53383827209473,1.05835843086243,1.32246077060699,1.03400492668152,1.29158902168274,3.12975120544434,3.82092142105103,1,2,3
"mb",3.93109893798828,3.20059275627136,2.44161772727966,1.91995310783386,1.10391998291016,2.91518902778625,3.51727628707886,2.44813203811646,1,2,3
"mc",3.4382529258728,3.06429100036621,1.97352051734924,0.32422599196434,2.34648489952087,3.78063225746155,4.36140489578247,0.751706182956696,1,2,3
"md",3.03002333641052,2.25286149978638,1.72209787368774,1.35086512565613,1.23030245304108,1.61707401275635,3.0529580116272,1.72285413742065,1,2,3
"ma",4.61161518096924,1.57389843463898,1.13828730583191,1.21079707145691,1.28485345840454,2.4544780254364,3.48286414146423,4.85263061523438,1,2,3
"mb",2.65127229690552,2.89335989952087,2.66828012466431,3.31784462928772,1.51810228824615,2.74549579620361,3.47681736946106,1.99089121818542,1,2,3
"mc",1.92424488067627,3.19972729682922,2.19791698455811,2.97027134895325,1.46209788322449,3.17629766464233,4.07519197463989,0.357675015926361,1,2,3
"md",2.41535615921021,1.36154508590698,1.10500240325928,1.35903120040894,1.26965546607971,2.63909769058228,2.85770702362061,1.57475078105927,1,2,3
"ma",3.97858619689941,2.03760981559753,1.51756715774536,1.7573527097702,1.40350210666656,1.87844657897949,3.08771657943726,3.75749588012695,1,2,3
"mb",3.03668308258057,2.32859373092651,2.468670129776,2.18263816833496,1.82793688774109,3.15077948570251,2.89926671981812,1.75746440887451,1,2,3
"mc",1.44561457633972,3.46377396583557,4.07208061218262,2.51215672492981,0.463141143321991,2.58325386047363,4.69959878921509,0.176712840795517,1,2,3
"md",3.32239365577698,2.34337687492371,2.24623441696167,2.11370754241943,1.13581240177155,2.07361435890198,2.40282082557678,1.2971625328064,1,2,3
"ma",4.46208953857422,2.23486304283142,1.36219549179077,1.54642760753632,1.65198957920074,2.29355406761169,3.04770231246948,3.8433358669281,1,2,3
"mb",3.53984642028809,3.4312481880188,3.43987965583801,3.35185503959656,1.88365602493286,2.56299901008606,3.88246417045593,1.84499573707581,1,2,3
"mc",3.44565272331238,4.42996692657471,4.58974409103394,2.82734251022339,1.99065244197845,4.43867683410645,3.71299171447754,0.623954355716705,1,2,3
"md",2.66240644454956,1.5689492225647,1.52763605117798,1.34384024143219,0.88605272769928,3.35673093795776,3.89248108863831,0.83942437171936,1,2,3
"ma",2.60945200920105,1.48981881141663,1.35354828834534,1.41449594497681,1.09098184108734,1.75236594676971,2.94649600982666,4.43689107894897,1,2,3
"mb",3.10200262069702,3.50376486778259,2.61768102645874,2.61514949798584,0.631291806697845,1.73624813556671,4.17330646514893,2.37248373031616,1,2,3
"mc",3.10533547401428,2.68221521377563,2.93599843978882,4.39823341369629,2.5332396030426,2.95002889633179,4.8556022644043,0.681093990802765,1,2,3
"md",2.7365882396698,2.37998747825623,0.995020925998688,1.22491776943207,1.10850989818573,2.88683080673218,3.13954424858093,2.15141654014587,1,2,3
"ma",2.89326095581055,1.46438276767731,1.37938737869263,1.97693347930908,2.08718943595886,1.85747444629669,1.65945303440094,3.95059180259705,1,2,3
"mb",3.26709318161011,3.24979591369629,2.44686579704285,2.61267805099487,2.05695104598999,2.49227499961853,2.29933309555054,1.41752529144287,1,2,3
"mc",1.5806770324707,4.16377830505371,4.53941965103149,2.98681473731995,2.0010724067688,4.63250350952148,3.70740604400635,0.228094637393951,1,2,3
"md",2.29801678657532,2.25508069992065,1.52212452888489,1.54756259918213,1.05937623977661,2.01554107666016,2.59834384918213,1.87150526046753,1,2,3
"ma",2.53692841529846,1.96856725215912,1.42878329753876,1.7965669631958,1.66950976848602,2.24836850166321,2.95409035682678,2.82911419868469,1,2,3
"mb",2.52150750160217,2.89269924163818,2.58713102340698,2.63161396980286,1.32476735115051,3.00221562385559,3.63671541213989,2.30765628814697,1,2,3
"mc",2.75499534606934,3.1398561000824,3.42199015617371,3.10691165924072,1.55718195438385,3.75577449798584,4.95040893554688,0.548297107219696,1,2,3
"md",1.39449512958527,2.17654895782471,2.86480474472046,1.30854785442352,1.49903571605682,3.22253441810608,3.16697144508362,0.581158339977264,1,2,3
"ma",3.33452749252319,1.52561867237091,1.01116025447845,1.76292860507965,1.18097293376923,1.09419906139374,3.22268748283386,2.43123769760132,1,2,3
"mb",2.72257471084595,2.28532600402832,2.4412841796875,2.25110030174255,1.51744616031647,2.08176064491272,3.47992181777954,2.13842368125916,1,2,3
"mc",1.7107480764389,3.48589515686035,2.69378209114075,1.11910367012024,1.52585804462433,3.79177355766296,5.30287027359009,0.212989062070847,1,2,3
"md",3.12612819671631,2.59905815124512,1.92140376567841,1.74385249614716,1.60281407833099,2.78253650665283,4.59464645385742,1.78086447715759,1,2,3
"ma",5.4703631401062,1.6461341381073,0.810999989509583,1.06629765033722,1.2419661283493,1.77151167392731,3.12232327461243,4.31714868545532,1,2,3
"mb",3.72486543655396,3.10124635696411,2.01379418373108,1.13626027107239,0.83713299036026,2.32613348960876,3.61719012260437,1.79509341716766,1,2,3
"mc",3.13629579544067,3.63531422615051,2.51811480522156,0.441277325153351,1.38127613067627,4.14262104034424,5.24062728881836,0.440182685852051,1,2,3
"md",2.69594407081604,2.58927369117737,1.31773221492767,1.5648992061615,1.90661859512329,1.99599647521973,2.53576040267944,2.19647073745728,1,2,3
"ma",3.91639852523804,2.13491225242615,1.1369971036911,1.26591885089874,1.49184584617615,2.52165865898132,2.38902068138123,3.83494091033936,1,2,3
"mb",2.84234690666199,2.47798347473145,2.98057794570923,1.85355913639069,2.05089545249939,3.12804269790649,3.29842066764832,2.29790902137756,1,2,3
"mc",2.09880304336548,2.76916122436523,1.65443587303162,2.0638382434845,1.32587468624115,4.99619579315186,4.09115791320801,0.294056236743927,1,2,3
"md",1.65546107292175,0.902038216590881,1.27436006069183,0.925881028175354,0.67157644033432,2.22100114822388,2.29743099212646,1.95877349376678,1,2,3
"ma",2.88855791091919,1.5962393283844,1.44268584251404,1.21380126476288,1.00088894367218,1.96050584316254,2.57351994514465,3.7131564617157,1,2,3
"mb",2.94034218788147,1.64154171943665,1.16688287258148,1.36486649513245,2.18650341033936,3.9092116355896,4.36748600006104,1.55710864067078,1,2,3
"mc",1.08994781970978,4.04561901092529,0.918793857097626,1.44242763519287,1.12084412574768,3.0937294960022,4.32946395874023,0.329332232475281,1,2,3
"md",2.04859447479248,1.46447002887726,1.6816942691803,2.38544821739197,1.04817259311676,2.74034667015076,3.76284027099609,1.1829479932785,1,2,3
"ma",3.88306617736816,1.96661102771759,1.51608681678772,1.79616701602936,1.64777529239655,3.54589462280273,2.54336166381836,3.10442566871643,2,2,4
"mb",3.38409757614136,2.95082235336304,2.84998893737793,1.95891284942627,1.51938796043396,3.87545537948608,2.7791383266449,2.24933266639709,2,2,4
"mc",2.96949243545532,4.02155590057373,3.30947351455688,2.41383981704712,2.11207914352417,3.53826284408569,4.20026540756226,0.219176456332207,2,2,4
"md",2.98399257659912,1.84295165538788,1.40433764457703,1.04295015335083,0.709340870380402,2.21111702919006,4.32558917999268,1.93762409687042,2,2,4
"ma",5.3487286567688,2.3215594291687,1.23846745491028,1.76542115211487,2.54645442962646,2.07472372055054,2.8831045627594,4.09514331817627,2,2,4
"mb",2.68858122825623,2.63832974433899,3.23241877555847,1.91895473003387,1.6951984167099,3.29851627349854,4.51095914840698,1.74628281593323,2,2,4
"mc",3.08687734603882,3.51229357719421,2.6064338684082,0.774960875511169,1.13963735103607,1.97812449932098,6.14043807983398,0.226053521037102,2,2,4
"md",2.5121762752533,2.6100902557373,2.21047425270081,2.07613372802734,1.30962634086609,2.98720741271973,3.77179765701294,2.35993981361389,2,2,4
"ma",3.34652495384216,1.99718761444092,1.41549956798553,1.35249876976013,1.24379229545593,2.47291421890259,4.49994516372681,3.35764694213867,2,2,4
"mb",3.99906826019287,3.71704435348511,3.04920625686646,2.10711073875427,1.81764316558838,2.4506242275238,3.36228537559509,2.27409768104553,2,2,4
"mc",2.61539173126221,3.88139319419861,3.29085731506348,2.0096480846405,2.18288588523865,4.04523277282715,5.01976585388184,0.842094838619232,2,2,4
"md",2.78567671775818,3.16670203208923,2.84995007514954,1.51497304439545,1.48385488986969,2.56223607063293,3.78834104537964,1.05465722084045,2,2,4
"ma",4.71537685394287,1.97933280467987,1.18113791942596,1.13560795783997,1.6949166059494,2.56929039955139,2.63685989379883,4.2088475227356,2,2,4
"mb",2.85093522071838,3.62642168998718,3.44692397117615,2.03990721702576,1.21831393241882,2.78672432899475,4.02671098709106,0.908354043960571,2,2,4
"mc",2.20357441902161,3.22641921043396,2.82378220558167,2.25783658027649,1.19410145282745,1.94685137271881,4.73350048065186,0.0917022004723549,2,2,4
"md",4.31669425964355,2.27312350273132,1.38344538211823,1.0158816576004,2.09120225906372,2.48297023773193,3.17126131057739,1.93532454967499,2,2,4
"ma",4.37634325027466,1.76296484470367,1.27668309211731,1.37027609348297,1.43458831310272,2.26763558387756,3.30491423606873,4.3800950050354,2,2,4
"mb",3.53975248336792,3.08465147018433,2.38097715377808,2.06680607795715,1.48519730567932,2.2579939365387,4.23502588272095,2.65149593353271,2,2,4
"mc",2.8906409740448,3.50195980072021,2.52714490890503,3.19990515708923,1.41551923751831,2.71472239494324,5.88605785369873,0.57947438955307,2,2,4
"md",1.59260106086731,1.74354374408722,1.50256562232971,1.43983280658722,1.6829069852829,1.40536332130432,2.38120484352112,1.94962751865387,2,2,4
"ma",4.14876174926758,1.78284382820129,1.2852588891983,2.02167892456055,2.02183675765991,2.35644674301147,2.45625495910645,3.25188088417053,2,2,4
"mb",3.0681517124176,3.0177526473999,3.57679152488708,3.14758372306824,1.61280071735382,3.19878745079041,3.78993988037109,0.980227828025818,2,2,4
"mc",2.40888404846191,3.51152801513672,3.69169807434082,2.95692420005798,0.260168254375458,3.60469460487366,6.40393018722534,0.718913793563843,2,2,4
"md",1.76143372058868,2.35905766487122,1.61155450344086,2.45100927352905,0.850639402866364,3.46655631065369,3.77138185501099,1.5400048494339,2,2,4
"ma",4.16484260559082,1.68319141864777,1.31361436843872,1.90521669387817,1.75174355506897,1.954265832901,3.8770854473114,4.42713642120361,2,2,4
"mb",2.8276093006134,3.08498787879944,2.66127276420593,1.27813971042633,0.921786189079285,2.90319395065308,4.41225671768188,1.80191731452942,2,2,4
"mc",1.42354130744934,3.55884385108948,4.05555009841919,3.73097681999207,1.19604337215424,2.84170889854431,4.66994428634644,0.479804426431656,2,2,4
"md",3.30391359329224,1.74452543258667,1.98214364051819,1.34118413925171,1.17795205116272,2.22175168991089,3.90073132514954,1.49442398548126,2,2,4
"ma",4.38846683502197,1.73699069023132,1.50016236305237,2.13312864303589,1.67735767364502,1.40358197689056,2.38220763206482,4.00941562652588,2,2,4
"mb",3.10783529281616,2.27073431015015,2.62897777557373,2.41511178016663,0.659306824207306,2.26797127723694,3.30287766456604,1.69669353961945,2,2,4
"mc",2.21619915962219,3.28686285018921,2.15216970443726,0.983034193515778,1.40864598751068,4.82034921646118,5.02458667755127,0.565440356731415,2,2,4
"md",2.45354795455933,1.13543617725372,0.78616988658905,0.696481287479401,1.57007241249084,2.6106128692627,3.36065983772278,2.24920535087585,2,2,4
"ma",2.40563058853149,2.00122356414795,1.83025884628296,2.04102993011475,1.59701991081238,2.2774965763092,2.48355531692505,2.46729826927185,2,2,4
"mb",3.30769109725952,3.24232983589172,3.5714271068573,2.29618406295776,1.54653632640839,3.08075356483459,3.52698421478271,1.63285875320435,2,2,4
"mc",2.12685871124268,3.27955865859985,2.95286297798157,3.47576069831848,2.14731335639954,3.55129933357239,3.82455253601074,0.255699455738068,2,2,4
"md",2.25978064537048,2.19847583770752,2.27319169044495,2.44986605644226,1.0413863658905,2.15068936347961,3.36873817443848,2.57180881500244,2,2,4
"ma",2.90229058265686,1.48693609237671,1.43646597862244,2.06876969337463,1.70807647705078,2.02521824836731,4.14596033096313,6.04425525665283,2,2,4
"mb",3.12587118148804,3.20513916015625,3.21445369720459,2.83245062828064,1.79480743408203,3.16363549232483,3.77490854263306,1.56593143939972,2,2,4
"mc",3.07552337646484,3.25487971305847,3.67161560058594,2.6615674495697,2.50767278671265,2.51847839355469,4.87768507003784,0.247655972838402,2,2,4
"md",1.67433047294617,1.78697526454926,1.07966065406799,1.58500349521637,1.24758994579315,2.74129748344421,5.77398347854614,2.94072604179382,2,2,4
"ma",4.84193420410156,2.2601432800293,1.48678922653198,1.34408640861511,1.70104205608368,1.86846351623535,3.55534744262695,3.51426434516907,2,2,4
"mb",3.75236749649048,3.83296728134155,2.04393005371094,1.72025465965271,1.29042363166809,2.13414525985718,3.17867422103882,2.15265798568726,2,2,4
"mc",2.62864017486572,3.35524845123291,2.65572595596313,2.32306933403015,2.64742207527161,4.17529249191284,4.82239389419556,0.966572046279907,2,2,4
"md",2.51880216598511,2.40044188499451,1.19180715084076,0.789215505123138,0.500693082809448,3.01421809196472,4.46320056915283,1.05221021175385,2,2,4
"ma",4.43511295318604,2.32991456985474,1.90221834182739,2.00583910942078,1.0202579498291,2.55032444000244,2.80717015266418,4.30544281005859,2,2,4
"mb",3.31850838661194,3.56565594673157,3.00046849250793,1.87410640716553,1.639524102211,2.4388587474823,3.5245954990387,1.20687448978424,2,2,4
"mc",1.38398778438568,2.77579092979431,1.0193864107132,1.01512348651886,2.56950044631958,4.60810995101929,5.86569738388062,0.477465242147446,2,2,4
"md",2.12061858177185,1.72658467292786,0.829800605773926,1.37574303150177,0.68456757068634,1.3190438747406,3.39241552352905,1.02971017360687,2,2,4
"ma",2.93332719802856,1.67527663707733,1.43521225452423,1.61756002902985,1.73920774459839,3.16388177871704,4.61797666549683,2.80658507347107,2,2,4
"mb",2.03172445297241,2.3939151763916,2.81784677505493,1.86354112625122,0.960503935813904,2.97088265419006,4.88633966445923,1.51636469364166,2,2,4
"mc",2.17217421531677,2.612713098526,2.25700235366821,1.69184720516205,0.386707305908203,3.44026517868042,4.70122146606445,0.192223191261292,2,2,4
"md",2.16556429862976,1.5966739654541,1.43470191955566,2.30713319778442,0.813432991504669,2.90115261077881,3.59331941604614,2.07575845718384,2,2,4
"ma",4.87043905258179,2.12439346313477,1.22496902942657,1.2270679473877,1.47273647785187,1.89696776866913,3.35456871986389,3.17114520072937,2,2,4
"mb",3.46191811561584,3.50344514846802,2.40925192832947,2.08270668983459,1.91456866264343,3.12289023399353,4.20603656768799,1.5988404750824,2,2,4
"mc",1.70171737670898,3.52099585533142,3.77151083946228,1.30137646198273,0.415136992931366,3.96395969390869,5.10400390625,0.507572293281555,2,2,4
"md",1.87404239177704,2.91784930229187,1.56393384933472,0.642882406711578,0.861612498760223,2.99684286117554,2.70942568778992,0.961820662021637,2,2,4
"ma",3.68958830833435,1.74847733974457,1.30809915065765,1.34820258617401,1.65462982654572,1.2308292388916,2.2753734588623,3.8119797706604,2,2,4
"mb",3.47032499313354,3.94960355758667,3.41914701461792,2.13404488563538,1.19940555095673,2.89454793930054,3.88743495941162,1.34539711475372,2,2,4
"mc",2.47038412094116,3.16915822029114,2.31583642959595,0.294276624917984,1.1599018573761,3.89215874671936,6.92000293731689,0.245068177580833,2,2,4
"md",2.72619533538818,1.49474811553955,1.20880031585693,1.62398958206177,0.885526955127716,3.072181224823,3.3025369644165,2.16166400909424,2,2,4
"ma",3.43390798568726,1.63303530216217,1.09380185604095,1.37353444099426,1.21792387962341,2.44693470001221,4.079665184021,3.41484379768372,2,2,4
"mb",3.17858195304871,2.99164414405823,2.53984308242798,2.84445595741272,2.2955150604248,2.38849568367004,2.82448434829712,2.40376210212708,2,2,4
"mc",3.01767110824585,2.43878531455994,2.44511437416077,3.30457663536072,1.78834903240204,4.55958032608032,4.79623079299927,1.16311287879944,2,2,4
"md",2.43892765045166,1.96853196620941,1.98276078701019,2.65845942497253,0.882495760917664,1.40400505065918,3.58938360214233,0.994718432426453,2,2,4
"ma",5.2458028793335,1.89170587062836,1.39124059677124,1.12931823730469,1.40479803085327,2.73930358886719,3.91207337379456,5.70345258712769,2,2,4
"mb",4.36663007736206,3.29819917678833,2.91261529922485,2.01331067085266,1.36653161048889,3.22703814506531,4.39085578918457,2.70225930213928,2,2,4
"mc",3.37057089805603,3.2818968296051,2.7175600528717,2.51082062721252,0.214872345328331,3.42853379249573,5.35384845733643,0.439175993204117,2,2,4
"md",1.00070822238922,2.73133945465088,1.68803358078003,1.70789885520935,0.713205695152283,2.98082900047302,2.64081168174744,2.05400490760803,2,2,4
