"","MEI","PDO","AO","NAO","Gulf","GL","HB","IOD","","",""
"",-2.50517598670907,-0.544509029633208,2.62625164675772,-0.320979754907927,-1.1490934247219,-0.057671632736947,-0.829579479444998,-1.19896650314331,2,1,1
"",-1.58205286391702,-1.15627635910073,-0.278776797060534,0.965136619456247,-1.83845190631638,-0.365191133899865,-0.688730737650252,-0.279686450958252,2,1,1
"dum",0.620587212319344,0.707041822805387,-0.961485133237927,1.67866905789944,-0.502067110625775,-0.54032651197316,-0.273980889250024,0.507198333740234,2,1,1
"",-2.49791254203912,0.125134473488664,3.48932156204539,-1.03984357969438,-0.771257792587684,-1.46627249302042,-0.438843334223291,1.02034616470337,2,1,1
"",-0.663766671966541,0.657394908419073,1.29304077519662,0.862080734651075,-0.00489717939262294,-0.615132648156538,-1.28965158908954,-0.859026432037354,2,1,1
"",1.06144156958875,1.15261638456335,3.01107253205788,-3.40264401317515,0.114755375152088,-0.0831175214367775,-0.479619970742051,-0.380677700042725,2,1,1
"dum",4.21771536474689,2.47525697088888,1.1935622075294,1.58785885555096,0.254768213184286,-1.3327136177862,0.581180355826377,0.247081279754639,2,1,1
"",3.75455000436958,1.77245492919306,-1.32793328673221,1.98565608397101,1.98244850796236,-0.621182123779972,1.71466613510615,0.699899673461914,2,1,1
"",3.06093175204086,1.18375294473185,-1.31237578253833,0.0761207312986656,0.338028756404415,-1.53334598678599,-1.26536622695667,-1.00777339935303,2,1,1
"",3.10587968214251,2.162121703675,-0.432928880993866,0.226909155956739,0.76005498970543,-0.552949701469675,-0.0504634735724321,-0.70474910736084,2,1,1
"dum",2.82546854496748,0.396940886137043,1.76591135557723,0.262064207847474,-1.09909383527063,-0.826936891210031,-0.193218141310527,-0.341689109802246,2,1,1
"",2.33941502389744,2.40766663953386,2.45277654590901,0.338484034211214,-0.955154148031395,-0.484712191840198,-0.812069985235204,0.0209531784057617,2,1,1
"",1.78818233105797,-0.088865315227769,-1.59891268074173,0.132880725402748,-0.157546224715299,-0.432978547185615,-2.16552152791684,-1.03787660598755,2,1,1
"",-1.02208042795504,-0.247872921990714,1.42864009533908,0.379857671718281,-0.555737151335502,1.14207930488981,-1.44094082547155,-0.475600242614746,2,1,1
"dum",-1.09135755940792,-1.09933966187441,1.85831416908434,1.32137043274133,-0.757435350715144,-0.173574175338017,0.349805575422355,0.422440052032471,2,1,1
"",0.340101596602053,0.110635918015482,-1.66389302602045,-0.560595246861717,0.633868021571338,0.217803387657184,-0.431685035935026,0.285653114318848,2,1,1
"",-2.6540486101269,-1.02010169151093,1.29749138834729,-2.6544954503304,-1.94784737983798,-0.173330460981307,2.09415413215529,-1.0234842300415,2,1,1
"",-3.10094139443317,-1.70726489445743,-0.954019249480816,3.17450210720238,-1.07158516963109,-2.41453732725749,1.35006970682181,0.0148091316223145,2,1,1
"dum",-1.97416588461722,-3.76072595427928,2.34051703274211,-2.90291304721827,-0.944005719144084,-0.720695652036792,-0.206401620236041,1.02646446228027,2,1,1
"",-1.87613202054032,-2.7898857071294,1.77886082131354,-1.91385438141727,0.0341703752857473,-0.857345175698577,-0.795155912542059,1.80185651779175,2,1,1
"",-0.553759819059934,-4.49356389063309,1.21737201390044,-2.07759549516423,0.161805117988841,-0.697921301075826,-1.75092914241532,-0.314359664916992,2,1,1
"",-1.95545424101987,-3.87877110910254,-1.92468080307761,2.51529617379534,-0.593201155229132,-1.74845094023335,-2.08309638891168,-0.249157428741455,2,1,1
"dum",-1.82651057074489,-2.66337177742387,1.16432535905286,1.1264098405954,0.0839312425453153,-1.04188222835993,0.380675707257616,0.206188678741455,2,1,1
"",-1.56412514373598,-3.81210691213727,-2.48921735713489,0.291617243251159,-0.308026003211274,-0.627623749598044,0.622926179396094,0.602786540985107,2,1,1
"",0.447794965756266,-1.37162046153011,0.42531858668282,-0.731225323780526,-0.0562165892975785,-1.67124139799604,1.7967381552786,-0.778014183044434,2,1,1
"",1.6075797513537,-2.8231399465583,-1.15291212772356,0.797527180767979,-0.68673905685579,-0.194176176261702,2.00437521641756,-0.615646839141846,2,1,1
"dum",0.376129373963638,-0.82669085543627,1.44021708442263,0.273748523600378,1.0885223706342,-0.620015048022828,-0.129841519664412,1.11357450485229,2,1,1
"",0.489859140342699,0.0352173953493487,-1.48500544912428,3.68313016900483,0.182265870172305,-0.250037121548118,-0.384209863493261,1.44363212585449,2,1,1
"",2.01299534090039,2.14548716187762,-0.547910641541105,2.16654789016652,0.109362004361191,0.579341317837989,-0.699770173430517,-0.514341831207275,2,1,1
"",1.49388941084595,0.333502432672516,4.21348723480596,-1.64854078864126,2.60664334533106,0.5233683208665,0.607491119034154,-0.0696382522583008,2,1,1
"dum",-0.124470084654129,-2.18805543751268,0.432277061182348,-3.19798376203695,-0.636130992864987,-0.303945260339401,-0.27150674245239,0.209460735321045,2,1,1
"",-0.0965391040415913,-2.62793368882783,1.12825810568814,-0.233519835076468,-0.524557682452745,-1.45646318705451,-0.630519777173222,-0.815333843231201,2,1,1
"",0.47868903164736,-0.95244821640785,0.824397446584949,-1.15986869428107,1.41408249510548,-0.558356039680953,0.0222807571784002,-1.30572986602783,2,1,1
"",0.351855736288402,-0.890353635299811,-3.57299109422298,3.16457052453964,-0.0024251291462825,0.136905241166776,-0.866502154279714,-0.50736665725708,2,1,1
"dum",0.698236038983518,-1.43764830084377,-0.98734815484798,0.0262424926868477,-1.37984046796374,-0.414407722476016,0.346346211651255,0.821108818054199,2,1,1
"",0.253754988230626,-1.44551229563758,1.22847668383976,-1.30061993467444,-1.11268751765079,-0.682417091818192,0.591502719466863,0.393891334533691,2,1,1
"",-0.106138158769575,-0.294790231431694,-0.46524549984168,0.542401595393737,0.891659187076268,-0.531880147963691,-0.74804243838169,-0.893052101135254,2,1,1
"",1.05074794329528,-0.630512026814214,3.61271751385514,-1.48938305911787,1.18762348335456,-0.491363549979616,0.597852531108612,-0.455472469329834,2,1,1
"dum",-2.34284555155823,0.150800397924206,0.0406188774053853,2.16472683569217,-0.340905668492886,-0.108104553274573,-0.34925129474849,-0.277462959289551,1,1,2
"",-0.78957092938231,0.970817231666348,-0.739979944133809,0.0289299578922947,0.989032430901974,-0.881543266085505,-1.50509841020717,0.262275695800781,1,1,2
"",-2.39894704138937,1.50704700584833,0.258706734448186,-0.356031206924227,0.45722151898058,-0.76607125374998,-1.8298828094123,-1.18399477005005,1,1,2
"",-3.66544120966445,2.21543770086551,-0.13574345755875,-2.5460616344751,0.454613434840893,0.359703695003455,-1.46914061337639,-0.73841667175293,1,1,2
"dum",-0.533396129057614,1.85268291919857,0.455941572980246,-1.07456716579301,-0.0166852870905835,0.407987999718345,0.179517011332549,0.655649185180664,1,1,2
"",0.265460524439789,2.47183497283769,-0.887905458206257,-1.34765798085832,-0.175757508719276,0.499571828873153,0.714054131028888,0.388617515563965,1,1,2
"",-0.458555171033014,3.48477826263041,0.652312556454521,-0.00859177205706829,-1.22928593540603,0.0123401532223766,-0.336914108162143,-0.718404293060303,1,1,2
"",-0.00780024841503879,2.96340937823673,-1.38074922652521,-0.978999376193204,-0.124841267747824,0.0185664879037713,-1.12910405423197,-0.222401142120361,1,1,2
"dum",1.06483052639842,0.99315005385769,-3.60082034197906,3.05168456947323,0.216706122804526,0.0277278765684043,0.0516377811194851,0.416450500488281,1,1,2
"",-0.858836396586905,-1.251070895148,1.41671875986774,-2.55454121280109,0.186616648943493,0.596694857001039,0.606307324306602,0.575549125671387,1,1,2
"",-0.368728188162439,-1.09737881317729,-0.104653654880486,-2.62021940935915,-0.423356096481119,1.43903538690938,0.448446729473326,-1.16593647003174,1,1,2
"",1.52150339461221,-0.173008938713261,1.05520462698542,-1.39865853805921,-1.02194694542661,-0.271389957824936,-0.361749782416049,-0.617026805877686,1,1,2
"dum",2.72134069990295,2.51565170681028,1.31023345301925,-3.0628525353245,-1.42134851567001,-0.323848749582421,0.173523784306664,-0.0323419570922852,1,1,2
"",4.30568788534872,2.13011764756607,-0.112846309504873,0.312805437214843,0.696897269818121,-0.135208064288884,0.570505007078271,-0.399241924285889,1,1,2
"",3.54898940407314,2.04178682346031,-0.804534033103697,-0.37752706868207,0.926774414119332,-1.04510471589141,-0.940140481408266,-1.10127353668213,1,1,2
"",6.00777672708972,4.97873391933844,-1.15534332853873,0.526927193053178,-0.015354404293894,-1.31378930418819,-0.899921889648128,-0.731308460235596,1,1,2
"dum",4.92900540960751,5.0456903495054,-0.0487583476772098,-1.93951290301035,-0.477900401308997,-0.197503153012624,0.0983041719370742,0.650302410125732,1,1,2
"",5.3791287941712,5.17430793486339,3.15911565645106,-2.38981849183349,-0.255593706081497,0.114281180217921,0.37946328876453,0.607277393341064,1,1,2
"",3.97031661494175,4.644359836149,2.19017482149052,-0.679347395119365,1.08468005511066,-0.675043805048088,-0.161794567672754,-0.841488361358643,1,1,2
"",4.84544976288545,3.68229559100001,-0.71895235401141,0.98301905255686,0.0649712973136503,-1.33281290271172,0.734881569330232,-0.135967254638672,1,1,2
"dum",3.54077800547069,4.97562744770056,-1.37234429309094,-0.296563464981002,1.84135450428215,0.542531045325734,0.0308641726377709,1.36257982254028,1,1,2
"",3.32435317884746,3.64092951902984,-1.55515185357137,0.863998268795282,0.343907978315685,0.953557182875411,0.405188229334694,1.19932460784912,1,1,2
"",1.48321053005339,3.13202810178374,0.360523129090747,-0.858984213551768,-1.34099015583877,1.30966017974448,-0.920452077910256,-0.604660987854004,1,1,2
"",1.4739811351704,5.01134719389354,1.29774593532232,0.548899052937306,1.57660903312101,1.37380276017293,0.363921821186921,-0.558010578155518,1,1,2
"dum",-0.751651305252687,3.86003832055803,3.43271152835917,-1.14178868973197,0.74639185899375,-0.39509756039734,-0.0685487014985285,-0.076228141784668,1,1,2
"",-0.53324067481759,4.83991975055802,0.203779637805003,-1.03352877468748,-0.282501851699409,-0.970846849634,-0.364929174356634,0.250255107879639,1,1,2
"",-1.84774678887432,3.88422693963538,1.07071712609094,0.467051502859069,0.384925632046317,-0.212833672734327,0.814375196777762,-1.04206323623657,1,1,2
"",-2.5032875229779,2.05971647231238,0.171812971209764,2.49554594564797,0.998664986017863,-0.59317876616128,1.0522067941693,-0.541431903839111,1,1,2
"dum",-2.9625088463019,2.34130941448482,4.35899399530677,-0.106504224352238,-0.39251756974977,-0.444289768658294,-0.123318119782904,0.446478366851807,1,1,2
"",-1.69018395073499,3.56349800918612,-1.15284192665362,1.47060849341871,-0.351248022417588,-0.198887817574953,-0.33770101937603,1.18883609771729,1,1,2
"",-1.62268606136779,3.04057500518087,2.62928232396147,0.695592327651771,0.590034394336647,-0.264487575947181,0.993653023147188,-1.08733463287354,1,1,2
"",-1.27656743980093,2.45090112665321,-2.49948505403598,0.297328799354821,0.57727801191892,0.00273562725996393,1.06060673470116,-0.696718215942383,1,1,2
"dum",-0.152417248645224,2.81377197828276,2.24554437345237,0.765755092895014,0.734770185354787,0.428031204367824,-0.0853147197498646,0.0382180213928223,1,1,2
"",0.0297991694928684,3.7588961653438,0.969901948606955,0.737648295707672,1.89893815833346,1.07515100041438,-0.246411784853183,0.541985034942627,1,1,2
"",2.90883999485454,3.34043750407906,-0.60931240054121,0.884877285021554,1.01489166177743,1.66092921522044,1.1752283677218,-1.14729595184326,1,1,2
"",0.923242322546208,2.12399164246142,-2.19697917334537,-0.576982686560305,-0.432861003679912,0.411229617226293,0.572524843077535,-0.767654895782471,1,1,2
"dum",0.420934542787478,1.07449408560821,3.3599409725271,-1.27151576240232,-0.830259172442457,0.548515732132537,-0.0470566124758794,0.624927043914795,1,1,2
"",0.0862070153774024,1.42546588138593,-0.123856193706741,0.0893853958412638,-0.548694908656121,0.321981480437372,-0.109712028163192,0.105093002319336,1,1,2
"",0.303243298434652,-0.730092958345343,0.390084230968941,0.272271204253383,-0.0223305539376363,0.553723979814268,-0.907898053677071,-1.35126638412476,1,1,2
"",0.410258472270739,-0.907486071574978,3.60332549212156,-0.85207790564083,0.00290475240665258,1.07968014539801,1.53457936654909,-1.01064395904541,1,1,2
"dum",-0.676451002452373,-0.0110464676718597,-5.21333364626558,3.83105652353369,-0.334582635178298,-0.566576331783376,0.0174962139939707,0.78892993927002,1,1,2
"",-0.358059902894288,0.150716683934462,-1.89064581270434,0.914884059608135,0.528627754175818,-0.63701764793012,-0.274603312307731,-0.0728693008422852,1,1,2
"",0.00482473059160698,0.48172561399888,-1.35014429813511,1.06096226546416,-0.0922907600192157,0.383720625636997,3.26425869684433,-0.921671390533447,1,1,2
"",0.846927227932377,-0.529213583731237,-0.374179843759747,-3.05273855081196,-0.506768040348782,0.463071613712353,1.87900244815591,-0.891688346862793,1,1,2
"dum",0.523071824329967,-0.341506963732561,-6.18254892536509,4.40640190662653,1.32585790770736,0.604952803653123,-0.365441154423967,0.472311496734619,1,1,2
"",-2.34097931055503,-1.16639960444527,-1.70428081229536,2.02719510522087,3.05177576581891,1.12669413220217,-1.50424398765132,0.600927829742432,1,1,2
"",0.898839058017626,-0.772133190260302,0.74752932924631,-1.70566879809847,1.49121170997653,0.444241090620284,0.0148381865720338,-1.25365924835205,1,1,2
"",3.51350998790821,0.582472400625607,0.42195614581096,-2.11852343336793,1.3141731643784,1.92077896820734,-0.308670314775601,-0.521782875061035,1,1,2
"dum",1.39731555602374,-0.410849366573393,0.257058412875731,2.5847922624107,-0.421275133725012,0.62510181076878,-0.213247443391181,0.231669425964355,1,1,2
"",0.96993356866631,0.46868082015382,-0.633808207534497,1.61052207751346,1.33346836511113,0.872896194364821,-1.51185330512891,0.191124439239502,1,1,2
"",0.141262694529272,-0.269963729373583,-1.0860266404547,-0.532706096885961,1.8355520125616,1.47585706902173,-0.590062003405596,-1.33029413223267,1,1,2
"",-0.0824447027308003,-0.733945752659595,2.46881098051745,-2.60071688629855,-0.906206746282426,1.35429826338389,0.595639402502049,-0.566761493682861,1,1,2
"dum",0.546604262469642,-0.71043191274786,1.80210654272706,0.200546288562393,-1.11745066482354,0.582224300901574,0.0696783171063456,1.01989984512329,1,1,2
"",2.18652785845925,0.756983359521121,-0.830046059364203,-0.198182516170383,-0.387490787071313,0.373480982342195,0.652161989157862,0.639415264129639,1,1,2
"",0.534253255177355,0.71547222796788,0.818903970809381,-0.219053683007177,0.190937693024735,1.08992166765164,-0.273854772813308,-0.798816204071045,1,1,2
"",0.589051022844972,0.968175051157138,1.74340747299417,-3.53366584762854,0.0493120240882637,2.04049354973193,-1.37181576196651,-0.328177928924561,1,1,2
"dum",0.642932485531641,0.237184173597673,0.587729628186532,-0.787252448843357,-0.563158425494417,-0.28019753645739,0.128624148917603,0.139701843261719,1,1,2
"",3.71545968213587,0.174151044048172,-0.933603506721843,-1.76882733467566,0.172135751831848,-1.06447948712508,0.696627542553441,0.986249446868896,1,1,2
"",3.73598621102373,-0.885888400874628,-0.145191703270853,-0.525415870328736,-1.46583318889598,-0.281738831669576,-0.200654445341745,-0.972673416137695,1,1,2
"",2.69918754365874,-1.15951527325363,-1.37635444961497,-2.02417026155711,-0.494799499463133,-2.08916213220062,0.0116948336226768,-0.577589511871338,1,1,2
"dum",0.90073662908057,1.28820357819292,0.379844188462124,-0.11184038143958,-0.795805853771634,0.221493519335138,-0.0636773641697587,0.109990119934082,1,1,2
"",0.872745539502817,1.02763138186312,1.30489968355403,2.54237509575511,-0.530205587707774,0.883157458060543,0.253855811573315,-0.657871246337891,1,1,2
"",0.461882759011273,2.30648853652561,0.0599507141352554,1.64129067398164,0.104846539097276,0.515862936934511,-0.21527600284603,-1.58607006072998,1,1,2
"",-0.744025831274249,4.20433849854529,-1.64934395559833,0.944825584393046,0.200202518146611,-0.266086503162906,0.684622285042572,-0.269328594207764,1,1,2
"dum",-2.72352784909529,2.44761129600653,1.376765486616,0.595761144322419,0.646116428076812,-0.126211439479462,0.0660206426038954,0.644988536834717,1,1,2
"",-3.49153913931276,3.12381562633561,1.63003520681567,2.03431240348309,1.34125991116169,-0.108322966826556,0.358340255320284,0.746371269226074,1,1,2
"",-1.82054553683232,3.22743889289637,3.36800843190599,-3.05596960085839,0.859537278011736,-0.00040171170786086,1.53678106339331,-0.951029300689697,1,1,2
"",-2.90644019491325,1.24344535093706,1.08159296365593,3.11740927139808,1.61288907789938,-1.1216588124795,0.817296293182502,-0.633019924163818,1,1,2
"dum",-3.7092926435814,0.259645355974699,2.73990259400719,0.160209039787922,0.157942921115967,-0.267281151995313,-0.180491306980871,0.456818580627441,1,1,2
"",-4.45922288389264,0.263527224752725,2.00575270171377,-1.27956426849299,0.47106075822583,-0.283037742392914,-0.629962610017138,0.195322513580322,1,1,2
"",-1.84947486996632,0.497844510847842,-1.1658906552581,-0.385975736405732,1.09389472939762,-0.913254240033248,-1.12458643548019,-1.21936941146851,1,1,2
"",-2.64317685206417,1.86224438507908,0.409760279721278,0.669514258139437,0.791064938876336,-0.832296702712008,-0.886364863635206,-0.662067413330078,1,1,2
"dum",0.0467067502453282,2.08663823952934,1.91329612352329,0.678641148521202,0.453992495287421,-0.38234333366693,0.0614977487068631,0.171730518341064,1,1,2
"",-0.401396129328244,1.86315771393629,0.515921663027142,-0.409712740388784,-0.0944398316212094,-0.724017816046564,-0.102953697883674,0.81057071685791,1,1,2
"",-0.458203617548217,0.777152456617522,-0.344809175029691,1.06936878644522,0.170848568466673,-0.866672068326258,2.03786737919304,-1.14391946792603,1,1,2
"",2.02065749289507,1.02980897761351,1.67213014440773,-0.325674380928576,-0.19356150446625,-2.71060776357712,1.57049112446091,-0.726240634918213,1,1,2
"dum",-1.29199485081193,2.63047801497769,-0.59105596872199,-1.51826847971802,1.80646679111548,0.0966090390680255,-0.3314463261521,0.513671875,1,1,2
"",-1.39728270564636,2.10516464553939,-2.61976639018288,-0.413528328828058,1.49711352442262,0.676829741839602,-0.560783828916924,0.928601264953613,1,1,2
"",-3.49441248772486,2.85604810326774,1.8204390984248,0.21638962152505,1.74778973652511,-2.46318934978801,0.561349072698393,-0.739896297454834,1,1,2
"",-5.16775655277227,1.86055990386927,1.37249169594704,2.66404402663326,1.62033537757824,-0.25934229281024,-0.2680891694958,-0.903828144073486,1,1,2
